1713399660.222509,10.10.1.100:45684,,,10,41,0.444
1713399660.270606,10.10.1.100:45684,,,10,41,0.444
1713399660.339132,10.10.1.100:45694,,,14,26101,4.423
1713399660.339711,10.10.1.100:45708,,,10,15965,0.188
1713399660.340205,10.10.1.100:45702,,,10,15965,0.138
1713399660.370920,10.10.1.100:45694,,,17,34789,19.197
1713399660.371497,10.10.1.100:45708,,,10,15965,0.188
1713399660.371951,10.10.1.100:45702,,,10,15965,0.138
1713399660.402833,10.10.1.100:45694,,,19,40581,33.179
1713399660.403413,10.10.1.100:45708,,,10,15965,0.188
1713399660.403885,10.10.1.100:45702,,,10,15965,0.138
1713399660.434667,10.10.1.100:45694,,,20,43477,41.091
1713399660.435172,10.10.1.100:45708,,,10,15965,0.188
1713399660.435644,10.10.1.100:45702,,,12,20309,27.068
1713399660.465777,10.10.1.100:45694,,,20,43477,41.091
1713399660.466281,10.10.1.100:45708,,,10,15965,0.188
1713399660.466777,10.10.1.100:45702,,,15,28997,66.325
1713399660.497407,10.10.1.100:45694,,,20,43477,41.091
1713399660.497956,10.10.1.100:45708,,,10,15965,0.188
1713399660.498432,10.10.1.100:45702,,,17,34789,91.934
1713399660.528858,10.10.1.100:45694,,,20,44925,41.091
1713399660.529410,10.10.1.100:45708,,,10,15965,0.188
1713399660.529897,10.10.1.100:45702,,,20,43477,129.774
1713399660.560149,10.10.1.100:45694,,,20,44925,41.091
1713399660.560687,10.10.1.100:45708,0,1,13,24653,80.311
1713399660.561183,10.10.1.100:45702,,,20,43477,129.774
1713399660.591150,10.10.1.100:45694,,,20,44925,41.091
1713399660.591709,10.10.1.100:45708,0,1,15,30445,125.346
1713399660.592187,10.10.1.100:45702,,,20,43477,129.774
1713399660.622150,10.10.1.100:45694,,,20,44925,41.091
1713399660.622666,10.10.1.100:45708,0,1,17,36237,165.517
1713399660.623227,10.10.1.100:45702,,,20,43477,129.774
1713399660.653819,10.10.1.100:45694,,,20,44925,41.091
1713399660.654400,10.10.1.100:45708,0,1,20,44925,219.011
1713399660.654866,10.10.1.100:45702,,,20,43477,129.774
1713399660.686963,10.10.1.100:45694,,,23,52165,147.578
1713399660.687505,10.10.1.100:45708,0,1,20,44925,219.011
1713399660.687973,10.10.1.100:45702,,,20,43477,129.774
1713399660.718744,10.10.1.100:45694,,,24,24,203.754
1713399660.719288,10.10.1.100:45708,0,1,20,44925,219.011
1713399660.719781,10.10.1.100:45702,,,20,43477,129.774
1713399660.749810,10.10.1.100:45694,,,24,24,203.754
1713399660.750398,10.10.1.100:45708,0,1,21,47821,242.582
1713399660.750878,10.10.1.100:45702,,,21,46373,166.026
1713399660.780699,10.10.1.100:45694,,,24,24,259.732
1713399660.781219,10.10.1.100:45708,0,1,21,47821,242.582
1713399660.781726,10.10.1.100:45702,,,21,46373,166.026
1713399660.812488,10.10.1.100:45694,,,24,24,284.809
1713399660.813016,10.10.1.100:45708,0,1,21,47821,242.582
1713399660.813546,10.10.1.100:45702,,,21,46373,166.026
1713399660.843509,10.10.1.100:45694,,,24,24,308.223
1713399660.844017,10.10.1.100:45708,0,1,21,47821,242.582
1713399660.844484,10.10.1.100:45702,,,21,46373,166.026
1713399660.874380,10.10.1.100:45694,,,24,24,351.051
1713399660.875004,10.10.1.100:45708,0,1,21,47821,242.582
1713399660.875490,10.10.1.100:45702,,,21,46373,166.026
1713399660.905786,10.10.1.100:45694,,,24,24,370.733
1713399660.906361,10.10.1.100:45708,0,1,21,47821,242.582
1713399660.906821,10.10.1.100:45702,,,21,46373,166.026
1713399660.937432,10.10.1.100:45694,,,24,24,370.733
1713399660.938029,10.10.1.100:45708,0,1,21,47821,242.582
