1713397718.177736,10.10.1.100:52198,0,1,40,102845,423.533
1713397718.210234,10.10.1.100:52204,,,40,101397,549.484
1713397718.210815,10.10.1.100:52212,0,1,39,99949,667.243
1713397718.211840,10.10.1.100:52198,0,1,40,102845,423.533
1713397718.244738,10.10.1.100:52204,,,40,101397,549.484
1713397718.245341,10.10.1.100:52212,0,1,40,102845,677.706
1713397718.246331,10.10.1.100:52198,0,1,42,108637,501.77
1713397718.277871,10.10.1.100:52204,,,40,101397,549.484
1713397718.278439,10.10.1.100:52212,0,1,40,102845,677.706
1713397718.279493,10.10.1.100:52198,0,1,45,117325,590.892
1713397718.311490,10.10.1.100:52204,,,40,101397,549.484
1713397718.312074,10.10.1.100:52212,0,1,40,102845,677.706
1713397718.313110,10.10.1.100:52198,0,1,47,123117,636.906
1713397718.345524,10.10.1.100:52204,,,40,101397,549.484
1713397718.346090,10.10.1.100:52212,0,1,40,102845,677.706
1713397718.347120,10.10.1.100:52198,0,1,50,131805,692.058
1713397718.379077,10.10.1.100:52204,,,40,101397,549.484
1713397718.379659,10.10.1.100:52212,0,1,41,105741,695.939
1713397718.380703,10.10.1.100:52198,0,1,52,137597,721.584
1713397718.412114,10.10.1.100:52204,,,41,104293,585.282
1713397718.412684,10.10.1.100:52212,0,1,42,108637,713.415
1713397718.413753,10.10.1.100:52198,0,1,53,140493,735.846
1713397718.444991,10.10.1.100:52204,,,41,104293,585.282
1713397718.445555,10.10.1.100:52212,0,1,42,108637,713.415
1713397718.446616,10.10.1.100:52198,1,2,50,26,759.257
1713397718.478115,10.10.1.100:52204,,,41,104293,585.282
1713397718.478665,10.10.1.100:52212,0,1,42,108637,713.415
1713397718.479707,10.10.1.100:52198,3,4,46,26,784.501
1713397718.511196,10.10.1.100:52204,,,41,104293,585.282
1713397718.511774,10.10.1.100:52212,0,1,42,108637,713.415
1713397718.512940,10.10.1.100:52198,4,5,41,26,801.417
1713397718.544639,10.10.1.100:52204,,,41,104293,585.282
1713397718.545221,10.10.1.100:52212,0,1,42,108637,713.415
1713397718.546346,10.10.1.100:52198,6,7,38,26,811.369
1713397718.579203,10.10.1.100:52204,,,41,104293,585.282
1713397718.579773,10.10.1.100:52212,0,1,42,108637,713.415
1713397718.580802,10.10.1.100:52198,7,8,35,26,815.777
1713397718.612764,10.10.1.100:52204,2,2,37,20,667.95
1713397718.613383,10.10.1.100:52212,0,1,42,108637,713.415
1713397718.614529,10.10.1.100:52198,7,8,35,26,815.777
1713397718.646459,10.10.1.100:52204,3,3,32,20,723.353
1713397718.647022,10.10.1.100:52212,0,1,42,108637,713.415
1713397718.648048,10.10.1.100:52198,7,8,35,26,815.777
1713397718.680158,10.10.1.100:52204,5,5,28,20,760.445
1713397718.680768,10.10.1.100:52212,0,1,42,108637,713.415
1713397718.681790,10.10.1.100:52198,7,8,35,26,815.777
1713397718.712777,10.10.1.100:52204,6,6,23,20,785.315
1713397718.713396,10.10.1.100:52212,0,1,42,108637,713.415
1713397718.714450,10.10.1.100:52198,7,8,35,26,815.777
1713397718.745948,10.10.1.100:52204,7,7,20,20,797.119
1713397718.746510,10.10.1.100:52212,0,1,42,108637,713.415
1713397718.747521,10.10.1.100:52198,7,8,35,26,815.777
1713397718.779257,10.10.1.100:52204,10,10,17,20,809.902
1713397718.779847,10.10.1.100:52212,0,1,42,108637,713.415
1713397718.780895,10.10.1.100:52198,7,8,35,26,815.777
1713397718.813373,10.10.1.100:52204,12,12,15,20,815.962
1713397718.813976,10.10.1.100:52212,0,1,43,111533,727.149
1713397718.815046,10.10.1.100:52198,7,8,35,26,815.777
1713397718.846437,10.10.1.100:52204,12,12,15,20,815.962
1713397718.847002,10.10.1.100:52212,0,1,45,117325,752.603
1713397718.848012,10.10.1.100:52198,7,8,35,26,815.777
1713397718.879248,10.10.1.100:52204,12,12,15,20,815.962
1713397718.879813,10.10.1.100:52212,2,3,42,22,778.731
1713397718.880851,10.10.1.100:52198,7,8,35,26,815.777
1713397718.912754,10.10.1.100:52204,12,12,15,20,815.962
1713397718.913343,10.10.1.100:52212,3,4,38,22,797.558
1713397718.914385,10.10.1.100:52198,7,8,35,26,815.777
1713397718.946478,10.10.1.100:52204,12,12,15,20,815.962
1713397718.947098,10.10.1.100:52212,5,6,34,22,810.187
1713397718.948120,10.10.1.100:52198,7,8,35,26,815.777
1713397718.980723,10.10.1.100:52204,12,12,15,20,815.962
1713397718.981323,10.10.1.100:52212,6,7,31,22,816.165
1713397718.982397,10.10.1.100:52198,7,8,35,26,815.777
1713397719.014089,10.10.1.100:52204,12,12,15,20,815.962
1713397719.014665,10.10.1.100:52212,7,8,26,22,822.642
1713397719.015675,10.10.1.100:52198,7,8,35,26,815.777
1713397719.047474,10.10.1.100:52204,12,12,15,20,815.962
1713397719.048106,10.10.1.100:52212,9,10,22,22,826.992
1713397719.049111,10.10.1.100:52198,7,8,35,26,815.777
1713397719.082622,10.10.1.100:52204,12,12,15,20,815.962
1713397719.083230,10.10.1.100:52212,10,11,21,22,828.084
1713397719.084283,10.10.1.100:52198,8,9,31,26,820.453
1713397719.117177,10.10.1.100:52204,12,12,15,20,815.962
1713397719.117813,10.10.1.100:52212,10,11,21,22,828.084
1713397719.118838,10.10.1.100:52198,9,10,26,26,825.449
1713397719.153614,10.10.1.100:52204,12,12,15,20,815.962
1713397719.154244,10.10.1.100:52212,10,11,21,22,828.084
1713397719.155284,10.10.1.100:52198,11,12,24,26,827.882
1713397719.188105,10.10.1.100:52204,12,12,15,20,815.962
1713397719.188769,10.10.1.100:52212,10,11,21,22,828.084
1713397719.189807,10.10.1.100:52198,14,15,21,26,830.444
1713397719.222544,10.10.1.100:52204,12,12,15,20,815.962
1713397719.223129,10.10.1.100:52212,11,12,20,22,829.072
1713397719.224268,10.10.1.100:52198,16,17,19,26,831.637
1713397719.257001,10.10.1.100:52204,13,13,14,20,818.402
1713397719.257638,10.10.1.100:52212,12,13,19,22,829.893
1713397719.258679,10.10.1.100:52198,17,18,18,26,832.15
1713397719.290838,10.10.1.100:52204,13,13,14,20,818.402
1713397719.291410,10.10.1.100:52212,12,13,19,22,829.893
1713397719.292432,10.10.1.100:52198,24,28,26,26,828.983
1713397719.325127,10.10.1.100:52204,13,13,14,20,818.402
1713397719.325785,10.10.1.100:52212,12,13,19,22,829.893
1713397719.326816,10.10.1.100:52198,21,28,26,26,814.883
1713397719.360027,10.10.1.100:52204,19,21,20,20,803.917
1713397719.360610,10.10.1.100:52212,12,13,19,22,829.893
1713397719.361686,10.10.1.100:52198,20,28,26,26,808.523
1713397719.393310,10.10.1.100:52204,16,21,20,20,778.177
1713397719.393914,10.10.1.100:52212,12,13,19,22,829.893
1713397719.394987,10.10.1.100:52198,20,28,26,26,808.523
1713397719.426842,10.10.1.100:52204,14,21,20,20,758.823
1713397719.427465,10.10.1.100:52212,12,13,19,22,829.893
1713397719.428595,10.10.1.100:52198,20,28,26,26,808.523
1713397719.460671,10.10.1.100:52204,11,21,20,20,732.27
1713397719.461268,10.10.1.100:52212,12,13,19,22,829.893
1713397719.462347,10.10.1.100:52198,20,28,26,26,808.523
1713397719.494792,10.10.1.100:52204,9,21,20,20,719.551
1713397719.495373,10.10.1.100:52212,13,14,18,22,810.941
1713397719.496383,10.10.1.100:52198,20,28,26,26,808.523
1713397719.528497,10.10.1.100:52204,9,21,20,20,719.551
1713397719.529131,10.10.1.100:52212,16,17,18,22,772.659
1713397719.530236,10.10.1.100:52198,20,28,26,26,808.523
1713397719.563125,10.10.1.100:52204,9,21,20,20,719.551
1713397719.563693,10.10.1.100:52212,18,20,22,22,752.388
1713397719.564763,10.10.1.100:52198,20,28,26,26,808.523
1713397719.597670,10.10.1.100:52204,9,21,20,20,719.551
1713397719.598231,10.10.1.100:52212,16,20,22,22,739.188
1713397719.599253,10.10.1.100:52198,20,28,26,26,808.523
1713397719.631270,10.10.1.100:52204,9,21,20,20,719.551
1713397719.631832,10.10.1.100:52212,13,20,22,22,714.678
1713397719.632958,10.10.1.100:52198,20,28,26,26,808.523
1713397719.665222,10.10.1.100:52204,9,21,20,20,719.551
1713397719.665844,10.10.1.100:52212,10,20,22,22,686.376
1713397719.666871,10.10.1.100:52198,20,28,26,26,808.523
1713397719.698774,10.10.1.100:52204,9,21,20,20,719.551
1713397719.699339,10.10.1.100:52212,9,20,22,22,677.829
1713397719.700370,10.10.1.100:52198,18,28,26,26,759.557
1713397719.731669,10.10.1.100:52204,9,21,20,20,719.551
1713397719.732209,10.10.1.100:52212,9,20,22,22,677.829
1713397719.733452,10.10.1.100:52198,16,28,26,26,717.707
1713397719.765076,10.10.1.100:52204,9,21,20,20,719.551
1713397719.765668,10.10.1.100:52212,9,20,22,22,677.829
1713397719.766721,10.10.1.100:52198,13,28,26,26,672.583
1713397719.798134,10.10.1.100:52204,9,21,20,20,719.551
1713397719.798700,10.10.1.100:52212,8,20,22,22,665.726
1713397719.799743,10.10.1.100:52198,11,28,26,26,651.353
1713397719.832486,10.10.1.100:52204,8,21,20,20,702.232
1713397719.833122,10.10.1.100:52212,7,20,22,22,655.26
1713397719.834329,10.10.1.100:52198,10,28,26,26,642.559
1713397719.866164,10.10.1.100:52204,8,21,20,20,702.232
1713397719.866807,10.10.1.100:52212,7,20,22,22,655.26
1713397719.867825,10.10.1.100:52198,7,28,26,26,623.74
1713397719.900804,10.10.1.100:52204,8,21,20,20,702.232
1713397719.901412,10.10.1.100:52212,7,20,22,22,655.26
1713397719.902424,10.10.1.100:52198,5,28,26,26,621.082
1713397719.933789,10.10.1.100:52204,8,21,20,20,702.232
1713397719.934363,10.10.1.100:52212,7,20,22,22,655.26
1713397719.935400,10.10.1.100:52198,2,28,26,26,628.338
1713397719.967877,10.10.1.100:52204,8,21,20,20,702.232
1713397719.968442,10.10.1.100:52212,7,20,22,22,655.26
1713397719.969503,10.10.1.100:52198,0,28,26,26,644.886
1713397720.002075,10.10.1.100:52204,8,21,20,20,702.232
1713397720.002644,10.10.1.100:52212,7,20,22,22,655.26
1713397720.003683,10.10.1.100:52198,0,28,26,26,659.915
1713397720.035069,10.10.1.100:52204,8,21,20,20,702.232
1713397720.035664,10.10.1.100:52212,7,20,22,22,655.26
1713397720.036730,10.10.1.100:52198,0,28,26,26,667.094
1713397720.071517,10.10.1.100:52204,5,21,20,20,699.694
1713397720.072143,10.10.1.100:52212,7,20,22,22,655.26
1713397720.073197,10.10.1.100:52198,0,28,26,26,667.094
1713397720.105808,10.10.1.100:52204,2,21,20,20,708.854
1713397720.106555,10.10.1.100:52212,7,20,22,22,655.26
1713397720.107608,10.10.1.100:52198,0,28,26,26,667.094
1713397720.140260,10.10.1.100:52204,0,21,20,20,727.03
1713397720.140815,10.10.1.100:52212,7,20,22,22,655.26
1713397720.141841,10.10.1.100:52198,0,28,26,26,667.094
1713397720.176594,10.10.1.100:52204,0,21,20,20,742.939
1713397720.177209,10.10.1.100:52212,7,20,22,22,655.26
1713397720.178243,10.10.1.100:52198,0,28,26,26,667.094
1713397720.211873,10.10.1.100:52204,0,21,20,20,753.561
1713397720.212429,10.10.1.100:52212,7,20,22,22,655.26
1713397720.213505,10.10.1.100:52198,0,28,26,26,667.094
1713397720.246862,10.10.1.100:52204,0,21,20,20,760.692
1713397720.247470,10.10.1.100:52212,7,20,22,22,655.26
1713397720.248500,10.10.1.100:52198,0,28,26,26,667.094
1713397720.280916,10.10.1.100:52204,0,21,20,20,762.466
1713397720.281494,10.10.1.100:52212,5,20,22,22,683.324
1713397720.282508,10.10.1.100:52198,0,28,26,26,667.094
1713397720.314670,10.10.1.100:52204,0,21,20,20,762.466
1713397720.315328,10.10.1.100:52212,2,20,22,22,713.819
1713397720.316350,10.10.1.100:52198,0,28,26,26,667.094
1713397720.349402,10.10.1.100:52204,0,21,20,20,762.466
1713397720.349960,10.10.1.100:52212,0,20,22,22,728.158
1713397720.351037,10.10.1.100:52198,0,28,26,26,667.094
1713397720.382746,10.10.1.100:52204,0,21,20,20,762.466
1713397720.383344,10.10.1.100:52212,0,20,22,22,752.012
1713397720.384380,10.10.1.100:52198,0,28,26,26,667.094
1713397720.416911,10.10.1.100:52204,0,21,20,20,762.466
1713397720.417494,10.10.1.100:52212,0,20,22,22,775.647
1713397720.418534,10.10.1.100:52198,0,28,26,26,667.094
1713397720.451210,10.10.1.100:52204,0,21,20,20,762.466
1713397720.451764,10.10.1.100:52212,0,20,22,22,791.478
1713397720.452808,10.10.1.100:52198,0,28,26,26,667.094
1713397720.485678,10.10.1.100:52204,0,21,20,20,762.466
1713397720.486250,10.10.1.100:52212,0,20,22,22,802.094
1713397720.487270,10.10.1.100:52198,0,28,26,26,667.094
1713397720.518821,10.10.1.100:52204,0,21,20,20,762.466
1713397720.519380,10.10.1.100:52212,0,20,22,22,804.785
1713397720.520383,10.10.1.100:52198,0,28,26,26,686.661
1713397720.552658,10.10.1.100:52204,0,21,20,20,762.466
1713397720.553299,10.10.1.100:52212,0,20,22,22,804.785
1713397720.554304,10.10.1.100:52198,0,28,26,26,731.848
1713397720.586493,10.10.1.100:52204,0,21,20,20,762.466
1713397720.587068,10.10.1.100:52212,0,20,22,22,804.785
1713397720.588129,10.10.1.100:52198,0,28,26,26,762.152
1713397720.620538,10.10.1.100:52204,0,21,20,20,762.466
1713397720.621120,10.10.1.100:52212,0,20,22,22,807.141
1713397720.622155,10.10.1.100:52198,0,28,26,26,776.544
1713397720.654987,10.10.1.100:52204,0,21,20,20,770.115
1713397720.655618,10.10.1.100:52212,0,20,22,22,809.205
1713397720.656647,10.10.1.100:52198,0,28,26,26,782.423
1713397720.688260,10.10.1.100:52204,0,21,20,20,770.115
1713397720.688833,10.10.1.100:52212,0,20,22,22,809.205
1713397720.689899,10.10.1.100:52198,0,28,26,26,796.021
1713397720.720964,10.10.1.100:52204,0,21,20,20,770.115
1713397720.721557,10.10.1.100:52212,0,20,22,22,809.205
1713397720.722559,10.10.1.100:52198,0,28,26,26,802.47
1713397720.755282,10.10.1.100:52204,0,21,20,20,770.115
1713397720.755851,10.10.1.100:52212,0,20,22,22,809.205
1713397720.756909,10.10.1.100:52198,0,28,26,26,809.476
1713397720.789801,10.10.1.100:52204,0,21,20,20,770.115
1713397720.790411,10.10.1.100:52212,0,20,22,22,809.205
1713397720.791446,10.10.1.100:52198,0,28,27,26,814.145
1713397720.825909,10.10.1.100:52204,0,21,20,20,770.115
1713397720.826507,10.10.1.100:52212,0,20,22,22,809.205
1713397720.827532,10.10.1.100:52198,0,28,27,26,817.238
1713397720.859812,10.10.1.100:52204,0,21,20,20,770.115
1713397720.860451,10.10.1.100:52212,0,20,22,22,809.205
1713397720.861587,10.10.1.100:52198,0,28,27,26,818.685
1713397720.892936,10.10.1.100:52204,0,21,20,20,787.797
1713397720.893545,10.10.1.100:52212,0,20,22,22,809.205
1713397720.894608,10.10.1.100:52198,0,28,27,26,818.685
1713397720.926700,10.10.1.100:52204,0,21,20,20,799.629
1713397720.927270,10.10.1.100:52212,0,20,22,22,809.205
1713397720.928285,10.10.1.100:52198,0,28,27,26,818.685
1713397720.963060,10.10.1.100:52204,0,21,21,20,807.569
1713397720.963678,10.10.1.100:52212,0,20,22,22,809.205
1713397720.964740,10.10.1.100:52198,0,28,27,26,818.685
1713397720.997600,10.10.1.100:52204,0,21,21,20,812.828
1713397720.998182,10.10.1.100:52212,0,20,22,22,809.205
1713397720.999232,10.10.1.100:52198,0,28,27,26,818.685
1713397721.031438,10.10.1.100:52204,0,21,21,20,816.408
1713397721.032073,10.10.1.100:52212,0,20,22,22,809.205
1713397721.033093,10.10.1.100:52198,0,28,27,26,818.685
1713397721.064914,10.10.1.100:52204,0,21,21,20,819.608
1713397721.065580,10.10.1.100:52212,0,20,22,22,809.205
1713397721.066596,10.10.1.100:52198,0,28,27,26,818.685
1713397721.098759,10.10.1.100:52204,0,21,21,20,819.608
1713397721.099312,10.10.1.100:52212,0,20,22,22,810.973
1713397721.100347,10.10.1.100:52198,0,28,27,26,818.685
1713397721.133042,10.10.1.100:52204,0,21,21,20,825.334
1713397721.133641,10.10.1.100:52212,0,20,22,22,815.11
1713397721.134672,10.10.1.100:52198,0,28,27,26,818.685
1713397721.166920,10.10.1.100:52204,0,21,21,20,825.334
1713397721.167491,10.10.1.100:52212,0,20,23,22,817.898
1713397721.168499,10.10.1.100:52198,0,28,27,26,818.685
1713397721.203279,10.10.1.100:52204,0,21,21,20,825.334
1713397721.203919,10.10.1.100:52212,0,20,23,22,819.812
1713397721.204941,10.10.1.100:52198,0,28,27,26,818.685
1713397721.237692,10.10.1.100:52204,0,21,21,20,825.334
1713397721.238265,10.10.1.100:52212,0,20,23,22,821.025
1713397721.239293,10.10.1.100:52198,0,28,27,26,818.685
1713397721.273652,10.10.1.100:52204,0,21,21,20,825.334
1713397721.274208,10.10.1.100:52212,0,20,23,22,821.898
1713397721.275242,10.10.1.100:52198,0,28,27,26,818.685
1713397721.306562,10.10.1.100:52204,0,21,21,20,825.334
1713397721.307124,10.10.1.100:52212,0,20,23,22,822.263
1713397721.308221,10.10.1.100:52198,0,28,27,26,818.685
1713397721.340009,10.10.1.100:52204,0,21,21,20,825.334
1713397721.340576,10.10.1.100:52212,0,20,23,22,822.598
1713397721.341640,10.10.1.100:52198,0,28,27,26,819.258
1713397721.374153,10.10.1.100:52204,0,21,21,20,825.334
1713397721.374732,10.10.1.100:52212,0,20,23,22,822.598
1713397721.375766,10.10.1.100:52198,0,28,27,26,820.704
1713397721.408058,10.10.1.100:52204,0,21,21,20,825.334
1713397721.408648,10.10.1.100:52212,0,20,23,22,822.598
1713397721.409713,10.10.1.100:52198,0,28,27,26,821.669
1713397721.442978,10.10.1.100:52204,0,21,21,20,825.334
1713397721.443569,10.10.1.100:52212,0,20,23,22,822.722
1713397721.444607,10.10.1.100:52198,0,28,27,26,822.137
1713397721.476707,10.10.1.100:52204,0,21,21,20,825.12
1713397721.477313,10.10.1.100:52212,0,20,23,22,822.835
1713397721.478389,10.10.1.100:52198,0,28,27,26,822.326
1713397721.511700,10.10.1.100:52204,0,21,21,20,825.12
1713397721.512310,10.10.1.100:52212,0,20,23,22,822.835
1713397721.513366,10.10.1.100:52198,0,28,27,26,822.618
1713397721.545797,10.10.1.100:52204,0,21,21,20,825.12
1713397721.546354,10.10.1.100:52212,0,20,23,22,822.835
1713397721.547385,10.10.1.100:52198,0,28,27,26,822.915
1713397721.579048,10.10.1.100:52204,0,21,21,20,825.12
1713397721.579587,10.10.1.100:52212,0,20,23,22,822.835
1713397721.580650,10.10.1.100:52198,0,28,27,26,823.129
1713397721.613457,10.10.1.100:52204,0,21,21,20,825.12
1713397721.614021,10.10.1.100:52212,0,20,23,22,822.835
1713397721.615040,10.10.1.100:52198,0,28,28,26,826.122
1713397721.647158,10.10.1.100:52204,0,21,21,20,825.12
1713397721.647837,10.10.1.100:52212,0,20,23,22,822.835
1713397721.648950,10.10.1.100:52198,0,28,28,26,829.336
1713397721.680755,10.10.1.100:52204,0,21,21,20,825.12
1713397721.681338,10.10.1.100:52212,0,20,23,22,822.835
1713397721.682364,10.10.1.100:52198,0,28,28,26,830.897
1713397721.714716,10.10.1.100:52204,0,21,21,20,827.636
1713397721.715313,10.10.1.100:52212,0,20,23,22,822.835
1713397721.716348,10.10.1.100:52198,0,28,28,26,831.494
1713397721.747938,10.10.1.100:52204,0,21,21,20,830.27
1713397721.748519,10.10.1.100:52212,0,20,23,22,822.835
1713397721.749556,10.10.1.100:52198,0,28,28,26,831.494
1713397721.784124,10.10.1.100:52204,1,22,20,10,832.089
1713397721.784749,10.10.1.100:52212,0,20,23,22,822.835
1713397721.785778,10.10.1.100:52198,0,28,28,26,831.494
1713397721.819096,10.10.1.100:52204,1,22,18,10,833.29
1713397721.819669,10.10.1.100:52212,0,20,23,22,822.835
1713397721.820714,10.10.1.100:52198,0,28,28,26,831.494
1713397721.852757,10.10.1.100:52204,1,22,17,10,834.117
1713397721.853441,10.10.1.100:52212,0,20,23,22,822.835
1713397721.854498,10.10.1.100:52198,0,28,28,26,831.494
1713397721.885788,10.10.1.100:52204,1,22,16,10,834.546
1713397721.886359,10.10.1.100:52212,0,20,23,22,822.835
1713397721.887425,10.10.1.100:52198,0,28,28,26,831.494
1713397721.919941,10.10.1.100:52204,1,22,15,10,833.534
1713397721.920522,10.10.1.100:52212,0,20,23,22,822.931
1713397721.921548,10.10.1.100:52198,0,28,28,26,831.494
1713397721.953941,10.10.1.100:52204,1,22,14,10,833.115
1713397721.954525,10.10.1.100:52212,0,20,23,22,823.11
1713397721.955539,10.10.1.100:52198,0,28,28,26,831.494
1713397721.988121,10.10.1.100:52204,1,22,14,10,833.115
1713397721.988684,10.10.1.100:52212,0,20,23,22,827.278
1713397721.989733,10.10.1.100:52198,0,28,28,26,831.494
1713397722.021981,10.10.1.100:52204,1,22,14,10,833.115
1713397722.022539,10.10.1.100:52212,1,21,21,11,830.05
1713397722.023609,10.10.1.100:52198,0,28,28,26,831.494
1713397722.054322,10.10.1.100:52204,1,22,14,10,833.115
1713397722.055111,10.10.1.100:52212,1,21,20,11,831.428
1713397722.056185,10.10.1.100:52198,0,28,28,26,831.494
1713397722.089179,10.10.1.100:52204,1,22,14,10,833.115
1713397722.089744,10.10.1.100:52212,1,21,18,11,832.896
1713397722.090778,10.10.1.100:52198,0,28,28,26,831.494
1713397722.124643,10.10.1.100:52204,1,22,14,10,833.115
1713397722.125271,10.10.1.100:52212,1,21,17,11,833.838
1713397722.126323,10.10.1.100:52198,0,28,28,26,831.494
1713397722.159520,10.10.1.100:52204,1,22,14,10,833.115
1713397722.160100,10.10.1.100:52212,1,21,15,11,834.475
1713397722.161124,10.10.1.100:52198,0,28,28,26,831.494
1713397722.194781,10.10.1.100:52204,1,22,14,10,833.115
1713397722.195418,10.10.1.100:52212,1,21,15,11,834.475
1713397722.196469,10.10.1.100:52198,0,28,28,26,832.907
